snapshot_time_utc,vehicle_id,route_id,route_stop_id,vehicle_lat,vehicle_lon,vehicle_speed,eta_seconds,estimated_time_arrival,eta_time_local,poll_interval_seconds,source_method
2026-03-03 14:07:20+00:00,11,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:07:20 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:07:20+00:00,7,20,268,33.777485,-84.395576,13.00107371748,12,12,2026-03-03 09:07:32 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:07:20+00:00,16,20,265,33.77406,-84.39192,3.99964208652,0,0,2026-03-03 09:07:20 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:07:20+00:00,3,20,278,33.77622,-84.3921,0,0,0,2026-03-03 09:07:21 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:07:36+00:00,11,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:07:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:07:36+00:00,7,20,268,33.777485,-84.395576,0,2,2,2026-03-03 09:07:39 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:07:36+00:00,16,20,266,33.77493,-84.39192,11.99892625956,42,42,2026-03-03 09:08:19 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:07:36+00:00,3,20,278,33.77622,-84.39209,0,0,0,2026-03-03 09:07:37 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:07:52+00:00,11,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:07:53 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:07:52+00:00,7,20,269,33.77823,-84.39655,19.00053684726,37,37,2026-03-03 09:08:30 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:07:52+00:00,16,20,266,33.77581,-84.39194,11.99892625956,31,31,2026-03-03 09:08:24 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:07:52+00:00,3,20,278,33.77621,-84.39209,1.99982104326,0,0,2026-03-03 09:07:54 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:08:09+00:00,11,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:08:09 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:08:09+00:00,7,20,269,33.77829,-84.39765,10.99901573793,8,8,2026-03-03 09:08:18 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:08:09+00:00,16,20,266,33.7764641679,-84.3920991279,2.99973156489,11,11,2026-03-03 09:08:21 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:08:09+00:00,3,20,279,33.77552,-84.39201,7.99928417304,27,27,2026-03-03 09:08:37 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:08:25+00:00,11,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:08:27 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:08:25+00:00,7,20,269,33.77832,-84.398084,0,0,0,2026-03-03 09:08:27 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:08:25+00:00,16,20,266,33.7764641679,-84.3920991279,0,11,11,2026-03-03 09:08:39 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:08:25+00:00,3,20,279,33.77468,-84.39201,16.00080528237,8,8,2026-03-03 09:08:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:08:43+00:00,11,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:08:43 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:08:43+00:00,7,20,269,33.77832,-84.398084,0,0,0,2026-03-03 09:08:43 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:08:43+00:00,16,20,266,33.776757,-84.39206,0,3,3,2026-03-03 09:08:47 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:08:43+00:00,3,20,280,33.77406,-84.39192,4.99955260815,162,162,2026-03-03 09:11:27 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:00+00:00,11,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:09:00 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:00+00:00,7,20,270,33.77831,-84.39871,17.000715804,19,19,2026-03-03 09:09:19 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:00+00:00,16,20,266,33.776757,-84.39206,0,3,3,2026-03-03 09:09:04 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:00+00:00,3,20,280,33.77406,-84.39192,0,162,162,2026-03-03 09:11:43 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:16+00:00,11,20,272,33.780598,-84.404657,0.99991052163,0,0,2026-03-03 09:09:16 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:16+00:00,7,20,270,33.77836,-84.39956,15.00089476074,2,2,2026-03-03 09:09:18 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:16+00:00,16,20,266,33.776757,-84.39206,0,3,3,2026-03-03 09:09:20 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:16+00:00,3,20,280,33.77376,-84.39202,14.00098423911,145,145,2026-03-03 09:11:42 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:32+00:00,11,20,273,33.78056,-84.40548,15.00089476074,85,85,2026-03-03 09:10:57 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:32+00:00,7,20,270,33.77836,-84.39956,0,0,0,2026-03-03 09:09:33 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:32+00:00,16,20,266,33.776757,-84.39206,0,3,3,2026-03-03 09:09:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:32+00:00,3,20,280,33.77288,-84.39208,13.00107371748,105,105,2026-03-03 09:11:18 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:48+00:00,11,20,273,33.78056,-84.40599,0,73,73,2026-03-03 09:11:01 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:48+00:00,7,20,274,33.77852,-84.40044,19.00053684726,46,46,2026-03-03 09:10:35 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:48+00:00,16,20,266,33.776757,-84.39206,4.99955260815,1,1,2026-03-03 09:09:50 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:09:48+00:00,3,20,280,33.7720828464,-84.3919942824,17.000715804,86,86,2026-03-03 09:11:15 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:04+00:00,11,20,273,33.78046,-84.40607,0,69,69,2026-03-03 09:11:14 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:04+00:00,7,20,274,33.77848,-84.40119,7.99928417304,30,30,2026-03-03 09:10:35 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:04+00:00,16,20,267,33.77695,-84.39231,11.99892625956,42,42,2026-03-03 09:10:48 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:04+00:00,3,20,280,33.771513234,-84.3920009539,0,40,40,2026-03-03 09:10:46 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:21+00:00,11,20,273,33.78026,-84.40605,7.99928417304,66,66,2026-03-03 09:11:28 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:21+00:00,7,20,274,33.77914,-84.402,21.00035789052,4,4,2026-03-03 09:10:27 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:21+00:00,16,20,267,33.77695,-84.39337,5.99946312978,17,17,2026-03-03 09:10:41 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:21+00:00,3,20,280,33.7713775662,-84.3920243275,11.99892625956,34,34,2026-03-03 09:10:58 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:39+00:00,11,20,273,33.77972,-84.40606,0,44,44,2026-03-03 09:11:24 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:39+00:00,7,20,274,33.77971,-84.402416,0,0,0,2026-03-03 09:10:40 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:39+00:00,16,20,267,33.77697,-84.39348,0,17,17,2026-03-03 09:10:57 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:39+00:00,3,20,280,33.77095,-84.39212,3.99964208652,13,13,2026-03-03 09:10:53 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:55+00:00,11,20,273,33.77966,-84.40575,15.00089476074,40,40,2026-03-03 09:11:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:55+00:00,7,20,274,33.77993,-84.40272,13.00107371748,0,0,2026-03-03 09:10:56 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:55+00:00,16,20,267,33.77697,-84.39348,0,17,17,2026-03-03 09:11:13 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:10:55+00:00,3,20,250,33.77006,-84.39223,9.9991052163,15,15,2026-03-03 09:11:13 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:11:13+00:00,11,20,273,33.779616,-84.404709,5.99946312978,0,0,2026-03-03 09:11:13 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:11:13+00:00,7,20,272,33.78054,-84.40386,15.00089476074,22,22,2026-03-03 09:11:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:11:13+00:00,16,20,267,33.777,-84.39387,8.99919469467,11,11,2026-03-03 09:11:25 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:11:13+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:11:24 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:11:30+00:00,11,20,273,33.779616,-84.404709,0,0,0,2026-03-03 09:11:30 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:11:30+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:11:34 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:11:30+00:00,16,20,267,33.77699,-84.39405,0,5,5,2026-03-03 09:11:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:11:30+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:11:40 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:11:46+00:00,11,20,273,33.779616,-84.404709,0,0,0,2026-03-03 09:11:47 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:11:46+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:11:50 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:11:46+00:00,16,20,267,33.77699,-84.39405,0,5,5,2026-03-03 09:11:53 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:11:46+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:11:57 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:03+00:00,11,20,273,33.779616,-84.404709,0,0,0,2026-03-03 09:12:03 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:03+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:12:07 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:03+00:00,16,20,268,33.77702,-84.39509,4.99955260815,18,18,2026-03-03 09:12:22 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:03+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:12:13 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:19+00:00,11,20,271,33.77966,-84.40426,9.9991052163,44,44,2026-03-03 09:13:04 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:19+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:12:23 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:19+00:00,16,20,268,33.77734,-84.39551,10.99901573793,10,10,2026-03-03 09:12:31 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:19+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:12:31 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:37+00:00,11,20,271,33.77967,-84.40296,9.9991052163,18,18,2026-03-03 09:12:55 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:37+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:12:40 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:37+00:00,16,20,268,33.777485,-84.395576,0,0,0,2026-03-03 09:12:38 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:37+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:12:47 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:53+00:00,11,20,271,33.779631,-84.40274,0,7,7,2026-03-03 09:13:00 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:53+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:12:57 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:53+00:00,16,20,268,33.777485,-84.395576,0,0,0,2026-03-03 09:12:54 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:12:53+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:13:03 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:09+00:00,11,20,271,33.779631,-84.40274,2.99973156489,3,3,2026-03-03 09:13:13 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:09+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:13:13 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:09+00:00,16,20,268,33.77784,-84.39583,18.00062632563,0,0,2026-03-03 09:13:10 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:09+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:13:20 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:26+00:00,11,20,271,33.779631,-84.40274,7.99928417304,0,0,2026-03-03 09:13:26 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:26+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:13:29 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:26+00:00,16,20,269,33.7783,-84.39675,16.00080528237,25,25,2026-03-03 09:13:52 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:26+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:13:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:42+00:00,11,20,275,33.77897,-84.40184,24.00008945541,31,31,2026-03-03 09:14:14 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:42+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:13:47 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:42+00:00,16,20,269,33.77827,-84.39766,0,11,11,2026-03-03 09:13:55 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:42+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:13:53 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:59+00:00,11,20,275,33.77858,-84.40143,3.99964208652,14,14,2026-03-03 09:14:14 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:59+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:14:04 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:59+00:00,16,20,269,33.77827,-84.3978,11.99892625956,5,5,2026-03-03 09:14:06 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:13:59+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:14:11 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:14:17+00:00,11,20,275,33.77851,-84.40137,3.99964208652,10,10,2026-03-03 09:14:27 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:14:17+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:14:20 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:14:17+00:00,16,20,269,33.77832,-84.398084,0,0,0,2026-03-03 09:14:17 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:14:17+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:14:27 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:14:33+00:00,11,20,275,33.77845,-84.400824,0.99991052163,2,2,2026-03-03 09:14:35 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:14:33+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:14:37 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:14:33+00:00,16,20,269,33.77832,-84.398084,0,0,0,2026-03-03 09:14:34 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:14:33+00:00,3,20,250,33.769921,-84.391754,0,9,9,2026-03-03 09:14:43 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:14:49+00:00,11,20,275,33.77845,-84.400824,0,2,2,2026-03-03 09:14:53 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:14:49+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:14:55 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:14:49+00:00,16,20,269,33.77832,-84.398084,7.99928417304,0,0,2026-03-03 09:14:52 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:14:49+00:00,3,20,250,33.769921,-84.391754,6.99937365141,0,0,2026-03-03 09:14:52 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:15:07+00:00,11,20,276,33.77841,-84.39981,18.00062632563,48,48,2026-03-03 09:16:04 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:15:07+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:15:19 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:15:07+00:00,16,20,270,33.77836,-84.399,1.99982104326,13,13,2026-03-03 09:15:30 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:15:07+00:00,3,20,264,33.77005,-84.3916,7.99928417304,161,161,2026-03-03 09:17:58 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:15:32+00:00,11,20,276,33.77832,-84.39874,22.00026841215,26,26,2026-03-03 09:15:58 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:15:32+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:15:35 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:15:32+00:00,16,20,270,33.77836,-84.39956,5.99946312978,0,0,2026-03-03 09:15:33 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:15:32+00:00,3,20,264,33.7703,-84.39208,10.99901573793,114,114,2026-03-03 09:17:27 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:15:48+00:00,11,20,276,33.77828,-84.39746,6.99937365141,3,3,2026-03-03 09:15:52 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:15:48+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:15:53 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:15:48+00:00,16,20,270,33.77836,-84.39956,0,0,0,2026-03-03 09:15:50 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:15:48+00:00,3,20,264,33.77093,-84.39203,0.99991052163,74,74,2026-03-03 09:17:04 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:05+00:00,11,20,276,33.77829,-84.39744,0,3,3,2026-03-03 09:16:08 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:05+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:16:09 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:05+00:00,16,20,270,33.77837,-84.39994,7.99928417304,0,0,2026-03-03 09:16:06 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:05+00:00,3,20,264,33.77095,-84.39212,0.99991052163,74,74,2026-03-03 09:17:20 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:21+00:00,11,20,276,33.77829,-84.39744,0,3,3,2026-03-03 09:16:24 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:21+00:00,7,20,272,33.780598,-84.404657,0,3,3,2026-03-03 09:16:25 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:21+00:00,16,20,274,33.77845,-84.400824,10.99901573793,36,36,2026-03-03 09:16:58 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:21+00:00,3,20,264,33.77095,-84.39212,0,74,74,2026-03-03 09:17:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:37+00:00,11,20,277,33.77814,-84.39628,22.00026841215,25,25,2026-03-03 09:17:03 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:37+00:00,7,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:16:39 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:37+00:00,16,20,274,33.7785,-84.40116,5.99946312978,26,26,2026-03-03 09:17:05 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:37+00:00,3,20,264,33.77095,-84.39212,0,74,74,2026-03-03 09:17:53 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:54+00:00,11,20,277,33.77733,-84.39551,15.00089476074,12,12,2026-03-03 09:17:06 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:54+00:00,7,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:16:55 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:54+00:00,16,20,274,33.77923,-84.40203,16.00080528237,10,10,2026-03-03 09:17:06 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:16:54+00:00,3,20,264,33.77095,-84.39212,0,74,74,2026-03-03 09:18:10 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:17:11+00:00,11,20,277,33.77723,-84.39542,0,3,3,2026-03-03 09:17:15 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:17:11+00:00,7,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:17:12 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:17:11+00:00,16,20,274,33.77971,-84.402416,0,4,4,2026-03-03 09:17:16 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:17:11+00:00,3,20,264,33.77148,-84.39198,15.00089476074,28,28,2026-03-03 09:17:42 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:17:29+00:00,11,20,277,33.77723,-84.39542,0,3,3,2026-03-03 09:17:32 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:17:29+00:00,7,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:17:29 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:17:29+00:00,16,20,274,33.77971,-84.402416,3.99964208652,4,4,2026-03-03 09:17:33 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:17:29+00:00,3,20,264,33.771857,-84.39192,0,6,6,2026-03-03 09:17:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:17:45+00:00,11,20,278,33.77699,-84.39509,13.00107371748,78,78,2026-03-03 09:19:03 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:17:45+00:00,7,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:17:45 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:17:45+00:00,16,20,272,33.78004,-84.4028,16.00080528237,40,40,2026-03-03 09:18:26 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:17:45+00:00,3,20,264,33.771857,-84.39192,0,6,6,2026-03-03 09:17:52 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:18:01+00:00,11,20,278,33.77693,-84.39345,24.00008945541,42,42,2026-03-03 09:18:44 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:18:01+00:00,7,20,272,33.780598,-84.404657,0,0,0,2026-03-03 09:18:02 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:18:01+00:00,16,20,272,33.7806,-84.40351,14.00098423911,22,22,2026-03-03 09:18:24 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:18:01+00:00,3,20,264,33.771857,-84.39192,8.99919469467,0,0,2026-03-03 09:18:03 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 14:18:18+00:00,11,20,278,33.7768664931,-84.3925151739,0,20,20,2026-03-03 09:18:38 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
